,tpc_num,j_num,journal,authors,year,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Genus,Species,common_name,lab_field_strain,collect_country,collect_specific,hemisphere,latitude,longitude,altitude_m,author_country,author_specific,author_hemisphere,author_latitude,author_longitude,author_altitude,trait_type,same_experiment,trait_detail,start_stage_dev,end_stage_dev,Stage.in.out.of.host,host.type,hosts..in.order.,trophic_transmission_type,habitat,habitat.cat.1,habitat.cat.2,distribution,distrib.cat.1,distrib.cat.2,parasite.size..units.,sd_of_trait,report_data,unit,convert_data,independent,has_threshold,low_threshold,up_threshold,threshold_note,sample_size_all_temps,low_temp,high_temp,diff_temp,num_temps,zeros,fluctuations._temp,acclimatize_time,time_graph,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12,bio1,bio5,bio6,X.80,X.60,X.40,X.20,X.10,X.4,X0,X1,X1.5,X2,X2.5,X3,X4,X4.5,X5,X5.5,X6,X6.5,X7,X7.5,X8,X8.5,X9,X9.5,X10,X10.5,X11,X11.5,X12,X12.5,X13,X13.5,X14,X14.5,X15,X15.5,X16,X16.5,X17,X17.5,X18,X19,X19.5,X20,X20.5,X21,X21.5,X22,X22.5,X23,X23.5,X24,X24.5,X25,X25.5,X26,X26.5,X27,X27.5,X28,X28.5,X29,X29.5,X30,X30.5,X31,X31.5,X32,X32.5,X33,X33.5,X34,X34.5,X35,X35.5,X36,X36.5,X37,X37.5,X38,X40,X41,X42,X43,X45,X50,X55,X60,X70,X80,X90,X100,raw_.80,raw_.60,raw_.40,raw_.20,raw_.10,raw_.4,raw_0,raw_1,raw_1.5,raw_2,raw_2.5,raw_3,raw_4,raw_4.5,raw_5,raw_5.5,raw_6,raw_6.5,raw_7,raw_7.5,raw_8,raw_8.5,raw_9,raw_9.5,raw_10,raw_10.5,raw_11,raw_11.5,raw_12,raw_12.5,raw_13,raw_13.5,raw_14,raw_14.5,raw_15,raw_15.5,raw_16,raw_16.5,raw_17,raw_17.5,raw_18,raw_19,raw_19.5,raw_20,raw_20.5,raw_21,raw_21.5,raw_22,raw_22.5,raw_23,raw_23.5,raw_24,raw_24.5,raw_25,raw_25.5,raw_26,raw_26.5,raw_27,raw_27.5,raw_28,raw_28.5,raw_29,raw_29.5,raw_30,rawa_30.5,raw_31,raw_31.5,raw_32,raw_32.5,raw_33,raw_33.5,raw_34,raw_34.5,raw_35,raw_35.5,raw_36,raw_36.5,raw_37,raw_37.5,raw_38,raw_40,raw_41,raw_42,raw_43,raw_45,raw_50,raw_55,raw_60,raw_70,raw_80,raw_90,raw_100,in.other.meta.,if.yes.which.,notes,Mortality.bias.,Possible.to.separate.development.from.mortality.,PM.Notes,Q.Nov2018,Qs.for.Janet,X,X.1
44,62,19,Journal of Helminthology,Morley et al.,2007,Animalia,Eumetazoa,Platyhelminthes,Neodermata,Trematoda,Digenea,,Plagiorchiida,,Echinostomatoidea,,Echinostomatidae,Echinoparyphium,recurvatum,,field,UK,"Bushy Park, Hampton, Middlesex",n,51,0,10,,,.,.,.,.,survival,,mean,.,cercaria,2,2,"snail, amphibian/fish, bird/mammal",free living,freshwater,1,1,worldwide,6,4,,n,raw,/cercariae/hour,data,1/2 trait detail,,,NA,,.,5,29,24,7,n,.,n,,0.9,1.2,2.2,4.5,7.5,10.4,12.2,11.8,9.8,7.2,3.8,1.9,6.9,7.4,10,12.8,16.6,20,21.8,21.5,18.9,15,10.4,7.8,10.1,21.8,0.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,.,.,.,.,.,.,.,.,.,0.019,.,.,.,.,.,.,.,0.024,.,.,.,.,.,0.031,.,.,.,.,.,.,0.039,.,.,.,.,.,.,.,0.043,.,.,.,.,.,.,.,0.046,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,.,.,.,.,.,.,.,.,.,0.019,.,.,.,.,.,.,.,0.024,.,.,.,.,.,0.031,.,.,.,.,.,.,0.039,.,.,.,.,.,.,.,0.043,.,.,.,.,.,.,.,0.046,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,y,ML15;Mor11,.,No (NA),.,.,,,NA,
45,84,32,Parasitology,McCarthy,1999,Animalia,Eumetazoa,Platyhelminthes,Neodermata,Trematoda,Digenea,,Plagiorchiida,,Echinostomatoidea,,Echinostomatidae,Echinoparyphium,recurvatum,,field,UK,"Harting Pond, Sussex, England",n,51,-1,46,,,.,.,.,.,survival,,mean,.,cercaria,2,2,"snail, amphibian/fish, bird/mammal",free living,freshwater,1,1,worldwide,6,4,,n,raw,/cercaria/h,data ,,,,NA,,120 cercaria at each temperature,10,30,20,5,n,.,n,,0.3,1,2.4,4.9,7.8,10.7,12.3,11.8,9.5,6.8,3.5,1.3,6.2,7,9.6,13,16.5,19.8,21.7,21.2,18.3,14.4,9.8,7.2,9.9,21.7,0.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.021,.,.,.,.,.,.,.,.,.,0.025,.,.,.,.,.,.,.,.,0.033,.,.,.,.,.,.,.,.,.,0.058,.,.,.,.,.,.,.,.,.,0.119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.021,.,.,.,.,.,.,.,.,.,0.025,.,.,.,.,.,.,.,.,0.033,.,.,.,.,.,.,.,.,.,0.058,.,.,.,.,.,.,.,.,.,0.119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,y,SP14;ML15;Mor11,.,"No, parameters are appropriately separated by model",NA,.,,,NA,
46,94,36,Journal of Fish Biology,Moller,1978,Animalia,Eumetazoa,Acanthocephala,,Palaeacanthocephala,,,Echinorhynchida,,,,Echinorhynchidae,Echinorhynchus,gadi,,field,Germany,Kiel Fjord (Western Baltic),n,54,10,20,,,.,.,.,.,survival,,50%,.,not specified,1,1,"amphipod, fish",in fish host?,marine,1,3,"North Atlantic Ocean, Baltic Sea",3,2,,n,graph,days,1/data,,,,NA,,100 per temperature,0,25,25,5,n,0.5,n,,-2.3,-2.5,-0.4,2.8,6.6,9.8,12.1,11.6,8.9,5.5,2.1,-0.6,2.2,2.7,6.4,11.5,16.5,19.9,21.5,20.8,18,12.4,6.8,3.6,8.1,21.5,-2.5,.,.,.,.,.,.,0.078920369,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.158604282,.,.,.,.,.,.,.,.,.,0.206868018,.,.,.,.,.,.,.,.,0.284333239,.,.,.,.,.,.,.,.,.,0.31075202,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.671,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.305,.,.,.,.,.,.,.,.,.,4.834,.,.,.,.,.,.,.,.,3.517,.,.,.,.,.,.,.,.,.,3.218,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,y,Mor11,.,NA,.,.,,,NA,
47,74,26,Journal of Helminthology,Fried and Ponder,2003,Animalia,Eumetazoa,Platyhelminthes,Neodermata,Trematoda,Digenea,,Plagiorchiida,,Echinostomatoidea,,Echinostomatidae,Echinostoma,caproni,,.,.,.,.,.,.,.,USA,"Lafayette college, Easton, PA",n,41,-75,108,survival,,50%,.,cercaria,2,2,"snail, amphibian/fish, bird/mammal",free living,freshwater,1,1,worldwide but naturally limited to tropical & subtropical areas owing to snail host,5,3,,y (se) ,graph,hours,1/(data/24),1/2 trait detail,,,NA,,50 cercaria per temperature,12,37.5,25.5,4,n,.,n,y,-9.2,-8.1,-3.4,1.8,7.1,12,14.7,13.9,9.8,3.4,-0.7,-6.2,1.5,3.1,8.6,15.2,21.1,25.7,28.3,27.1,23.1,17.4,10.7,3.8,9.2,28.3,-9.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.252908447,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.098901099,.,.,.,.,.,.,.,.,.,1.53787005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.272081795,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,94.896,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21.84,.,.,.,.,.,.,.,.,.,15.606,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10.563,.,.,.,.,.,.,.,.,.,.,.,.,.,y,SP14,.,.,.,.,,,NA,
48,75,26,Journal of Helminthology,Fried and Ponder,2003,Animalia,Eumetazoa,Platyhelminthes,Neodermata,Trematoda,Digenea,,Plagiorchiida,,Echinostomatoidea,,Echinostomatidae,Echinostoma,caproni,,.,.,.,.,.,.,.,USA,"Lafayette college, Easton, PA",n,41,-75,108,survival,,max,.,cercaria,2,2,"snail, amphibian/fish, bird/mammal",free living,freshwater,1,1,worldwide but naturally limited to tropical & subtropical areas owing to snail host,5,3,,y (se) ,graph,hours,1/(data/24),1/2 trait detail,,,NA,,50 cercaria per temperature,12,37.5,25.5,4,n,.,n,y,-9.2,-8.1,-3.4,1.8,7.1,12,14.7,13.9,9.8,3.4,-0.7,-6.2,1.5,3.1,8.6,15.2,21.1,25.7,28.3,27.1,23.1,17.4,10.7,3.8,9.2,28.3,-9.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.146341463,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.545454545,.,.,.,.,.,.,.,.,.,0.923076923,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,164,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,.,.,.,.,.,.,.,.,.,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,.,.,.,.,.,.,.,.,.,.,.,.,.,y,SP14,.,.,.,.,,,NA,
49,81,30,Journal of Helminthology,Ford et al.,1998,Animalia,Eumetazoa,Platyhelminthes,Neodermata,Trematoda,Digenea,,Plagiorchiida,,Echinostomatoidea,,Echinostomatidae,Echinostoma,caproni,,.,.,.,.,.,.,.,USA,"Western Illionis University, Macomb, IL",n,40,-91,196,survival,,50%,.,miracidia,2,2,"snail, amphibian/fish, bird/mammal",free living,freshwater,1,1,worldwide but naturally limited to tropical & subtropical areas owing to snail host,5,3,,n,raw,minutes,1/(data/60/24),,,,NA,,270,5,45,40,9,n,.,n,,-9.2,-6.8,-1,5.5,11.1,16.2,18.5,17,12.7,6.6,0,-6.1,0.7,3.6,10,17.6,23.2,28.2,30.5,29.2,25.5,19.3,10.7,3.2,11.1,30.5,-9.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.8,.,.,.,.,.,.,.,.,.,12.52173913,.,.,.,.,.,.,.,.,.,7.2,.,.,.,.,.,.,.,.,6.127659574,.,.,.,6.697674419,.,.,.,.,.,12.52173913,.,.,.,.,.,.,.,.,.,9.290322581,.,.,.,.,.,.,.,.,.,14.4,.,.,.,.,.,.,13.71428571,.,.,.,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,300,.,.,.,.,.,.,.,.,.,115,.,.,.,.,.,.,.,.,.,200,.,.,.,.,.,.,.,.,235,.,.,.,215,.,.,.,.,.,115,.,.,.,.,.,.,.,.,.,155,.,.,.,.,.,.,.,.,.,100,.,.,.,.,.,.,105,.,.,.,30,.,.,.,.,.,.,.,y,Mor12,.,NA,.,.,,,NA,
50,87,34,Parasitology,Evans,1985,Animalia,Eumetazoa,Platyhelminthes,Neodermata,Trematoda,Digenea,,Plagiorchiida,,Echinostomatoidea,,Echinostomatidae,Echinostoma,liei,,lab,Egypt,Giza Governorate,n,29,29,177,,,.,.,.,.,survival,,mean,.,cercaria,2,2,"snail, amphibian/fish, bird/mammal",free living,freshwater,1,1,worldwide but naturally limited to tropical & subtropical areas owing to snail host,5,3,,n,raw,/cercaria/h,data ,,,,NA,,90 to 120 cercaria per temperature,12,40,28,6,n,.,n,,4.1,5.5,8.2,11.3,16.1,18.3,19.7,20,18,14.9,11,5.9,18.6,20.6,24,28.8,32.6,34.5,35.1,34.9,32.6,29.7,25,20.1,20.4,35.1,4.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.021,.,.,.,.,.,.,.,.,.,.,.,.,0.034,.,.,.,.,.,.,.,.,.,.,.,0.058,.,.,.,.,.,.,.,.,.,0.092,.,.,.,.,.,.,.,.,.,.,.,0.135,.,.,.,.,0.191,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.021,.,.,.,.,.,.,.,.,.,.,.,.,0.034,.,.,.,.,.,.,.,.,.,.,.,0.058,.,.,.,.,.,.,.,.,.,0.092,.,.,.,.,.,.,.,.,.,.,.,0.135,.,.,.,.,0.191,.,.,.,.,.,.,.,.,.,.,.,y,ML15;Mor11,.,"No, parameters are appropriately separated by model",NA,.,,,NA,
51,99,38,Oikos,Halvorsen and Skorping,1982,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Metastrongyloidea,Protostrongylidae,Elaphostrongylus,rangiferi,,field,Norway,Tromso,n,70,19,70,,,.,.,.,.,development,,min,infection,to L3 (reach a mean length of 700 miu m),1,2,"snail, mammal",in snail (Euconulus fulvus),terrestrial,2,2," northern reaches of Neararctic, Palearctic",2,1,,,,,1/data,1/2 host,,,NA,,.,12,28,16,5,n,1,n,,-8.9,-8.8,-7.6,-4.8,-0.2,4.1,6.8,6.1,2.6,-1.5,-5.5,-8.1,-4,-4.1,-2.1,1.2,5.7,10.7,13.6,12.4,7.7,2.7,-1.2,-3,0.6,13.6,-8.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.020582908,.,.,.,.,.,.,.,0.044527563,.,.,.,.,.,.,0.066111331,.,.,.,.,.,.,.,0.087912088,.,.,.,.,.,.,.,0.078235018,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48.584,.,.,.,.,.,.,.,22.458,.,.,.,.,.,.,15.126,.,.,.,.,.,.,.,11.375,.,.,.,.,.,.,.,12.782,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,n,.,.,"Most likely, treat as apparent dev",.,.,,,NA,
52,100,38,Oikos,Halvorsen and Skorping,1982,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Metastrongyloidea,Protostrongylidae,Elaphostrongylus,rangiferi,,field,Norway,Tromso,n,70,19,70,,,.,.,.,.,development,,min,infection,to L3 (reach a mean length of 700 miu m),1,2,"snail, mammal",in snail (Arianta arbustorum),terrestrial,2,2," northern reaches of Neararctic, Palearctic",2,1,,,,,1/data,1/2 host,,,NA,,.,12,28,16,5,n,1,n,,-8.9,-8.8,-7.6,-4.8,-0.2,4.1,6.8,6.1,2.6,-1.5,-5.5,-8.1,-4,-4.1,-2.1,1.2,5.7,10.7,13.6,12.4,7.7,2.7,-1.2,-3,0.6,13.6,-8.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.013332267,.,.,.,.,.,.,.,0.034107575,.,.,.,.,.,.,0.059021425,.,.,.,.,.,.,.,0.083070277,.,.,.,.,.,.,.,0.091033227,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75.006,.,.,.,.,.,.,.,29.319,.,.,.,.,.,.,16.943,.,.,.,.,.,.,.,12.038,.,.,.,.,.,.,.,10.985,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,n,.,.,"Most likely, treat as apparent dev",.,.,,,NA,
53,214,100,Holarctic Ecology,"Lorentzen, G., Halvorsen, O.",1986,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Metastrongyloidea,Protostrongylidae,Elaphostrongylus,rangiferi,,field,Norway,University of Tromso,n,70,19,61,,,.,.,.,.,survival,,50%,.,1st stage larve,2,2,"snail, mammal",free living,terrestrial,2,2," northern reaches of Neararctic, Palearctic",2,1,,y,graph,days,1/data,1/2 trait detail,n,,NA,,,6,50,44,6,n,,,y,-8.9,-8.8,-7.6,-4.8,-0.2,4.1,6.8,6.1,2.6,-1.5,-5.5,-8.1,-4,-4.1,-2.1,1.2,5.7,10.7,13.6,12.4,7.7,2.7,-1.2,-3,0.6,13.6,-8.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.006602011,.,.,.,.,.,.,.,.,.,.,.,0.0112328,.,.,.,.,.,.,.,.,.,.,.,0.026364355,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.053236797,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.230946882,.,.,.,.,31.3964897,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,151.469,.,.,.,.,.,.,.,.,.,.,.,89.025,.,.,.,.,.,.,.,.,.,.,.,37.93,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.784,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.33,.,.,.,.,0.031850694,.,.,.,.,.,.,.,.,.,.,.,.,,,NA,
54,215,100,Holarctic Ecology,"Lorentzen, G., Halvorsen, O.",1986,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Metastrongyloidea,Protostrongylidae,Elaphostrongylus,rangiferi,,field,Norway,University of Tromso,n,70,19,61,,,.,.,.,.,survival,,max,.,1st stage larve,2,2,"snail, mammal",free living,terrestrial,2,2," northern reaches of Neararctic, Palearctic",2,1,,y,graph,days,1/data,1/2 trait detail,n,,NA,,,6,50,44,6,n,,,y,-8.9,-8.8,-7.6,-4.8,-0.2,4.1,6.8,6.1,2.6,-1.5,-5.5,-8.1,-4,-4.1,-2.1,1.2,5.7,10.7,13.6,12.4,7.7,2.7,-1.2,-3,0.6,13.6,-8.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.004761905,.,.,.,.,.,.,.,.,.,.,.,0.005555556,.,.,.,.,.,.,.,.,.,.,.,0.011111111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.142857143,.,.,.,.,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,210,.,.,.,.,.,.,.,.,.,.,.,180,.,.,.,.,.,.,.,.,.,.,.,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,0.055555556,.,.,.,.,.,.,.,.,.,.,.,.,,,NA,
55,71,25,"Proceedings of the Royal Irish Academy. Section B: Biological, Geological and Chemical Science.",Al-Habbib and Grainger,1983,Animalia,Eumetazoa,Platyhelminthes,Neodermata,Trematoda,Digenea,,Plagiorchiida,,Echinostomatoidea,,Fasciolidae,Fasciola,hepatica,,field,.,.,.,.,.,.,Ireland,"Dept of Zoology, Trinity college, Dublin",n,53,-6,4,development,no,mean,egg,embryonation complete,2,2,"snail, plant, mammal",free living,freshwater,1,1,worldwide,6,4,,n,graph,days,1/data,1/2 development stage,,,NA,,.,9.5,34.5,25,12,n,0.1,n,,2.3,2.2,2.9,4.3,6.7,9.4,11.2,11.1,9.5,7.4,4.3,3.1,7.5,7.5,9.2,11.5,14.3,17.2,18.9,18.7,16.7,13.7,10,8.4,9.5,18.9,2.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.008541314,.,.,.,.,.,0.018100858,.,.,.,.,.,0.029903412,.,.,.,0.042331626,.,.,0.053180174,.,.,.,0.07185973,.,.,.,0.085411684,.,.,.,.,0.09530163,.,.,.,0.099542106,.,.,0.099542106,.,.,.,.,0.096320555,.,.,0.090587916,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,117.078,.,.,.,.,.,55.246,.,.,.,.,.,33.441,.,.,.,23.623,.,.,18.804,.,.,.,13.916,.,.,.,11.708,.,.,.,.,10.493,.,.,.,10.046,.,.,10.046,.,.,.,10.382,.,.,.,11.039,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,n,.,,"Yes, treat as apparent development and ignore the corresponding % hatch data (Fig. 2; previous line)",Only with additional assumptions,.,"parasites from local slaughterhouse, location unspecified. One author from Iraq one from Dublin, Ireland. What should location be? Peter: I'm not yet convinced that using the author's institution is the best idea. Can't we just treat data like these as 'unknown location'? Or do we lose too much sample size with that approach?",,NA,
56,72,25,"Proceedings of the Royal Irish Academy. Section B: Biological, Geological and Chemical Science.",Al-Habbib and Grainger,1983,Animalia,Eumetazoa,Platyhelminthes,Neodermata,Trematoda,Digenea,,Plagiorchiida,,Echinostomatoidea,,Fasciolidae,Fasciola,hepatica,,field,.,.,.,.,.,.,Ireland,"Dept of Zoology, Trinity college, Dublin",n,53,-6,4,survival,no,mean,.,miracidia,2,2,"snail, plant, mammal",free living,freshwater,1,1,worldwide,6,4,,y (se),raw,hours,1/(data/24),,,,NA,,200,10,30,20,5,n,0.1,n,,2.3,2.2,2.9,4.3,6.7,9.4,11.2,11.1,9.5,7.4,4.3,3.1,7.5,7.5,9.2,11.5,14.3,17.2,18.9,18.7,16.7,13.7,10,8.4,9.5,18.9,2.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.05680317,.,.,.,.,.,.,.,.,.,1.461632156,.,.,.,.,.,.,.,.,2.332361516,.,.,.,.,.,.,.,.,.,.,.,3.157894737,.,.,.,.,.,.,.,4.152249135,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22.71,.,.,.,.,.,.,.,.,.,16.42,.,.,.,.,.,.,.,.,10.29,.,.,.,.,.,.,.,.,.,.,.,7.6,.,.,.,.,.,.,.,5.78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,n,.,.,"NA, good data",.,.,,,NA,
57,73,25,"Proceedings of the Royal Irish Academy. Section B: Biological, Geological and Chemical Science.",Al-Habbib and Grainger,1983,Animalia,Eumetazoa,Platyhelminthes,Neodermata,Trematoda,Digenea,,Plagiorchiida,,Echinostomatoidea,,Fasciolidae,Fasciola,hepatica,,field,.,.,.,.,.,.,Ireland,"Dept of Zoology, Trinity college, Dublin",n,53,-6,4,development,no,mean,snail infected with miracidia,total development in snail,1,2,"snail, plant, mammal",in snail (Lymnaea truncatula),freshwater,1,1,worldwide,6,4,,y (se),raw,days,1/data,1/2 development stage,,,NA,,10450 cercariae,10,30,20,7,y,0.1,n,,2.3,2.2,2.9,4.3,6.7,9.4,11.2,11.1,9.5,7.4,4.3,3.1,7.5,7.5,9.2,11.5,14.3,17.2,18.9,18.7,16.7,13.7,10,8.4,9.5,18.9,2.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,0.006922811,.,.,.,.,.,.,.,.,0.014912019,.,.,.,.,.,0.016469038,.,.,.,.,.,0.017605634,.,.,.,0.024078979,.,.,.,0.024044241,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,inf ,.,.,.,.,.,.,.,.,.,144.45,.,.,.,.,.,.,.,.,67.06,.,.,.,.,.,60.72,.,.,.,.,.,56.8,.,.,.,41.53,.,.,.,41.59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,n,.,.,"Yes, treat as apparent dev",Not with the information provided in the paper,.,,,NA,
58,114,45,Parasitology,Smith and Grenfell,1984,Animalia,Eumetazoa,Platyhelminthes,Neodermata,Trematoda,Digenea,,Plagiorchiida,,Echinostomatoidea,,Fasciolidae,Fasciola,hepatica,,lab,.,.,.,.,.,.,UK,"Imperial College, London",n,51,0,13,survival,,50%,.,miracidia,2,2,"snail, plant, mammal",free living (in vials of aerated tap water pH7.5),freshwater,1,1,worldwide,6,4,,n,graph,hours,1/(data/24),1/2 trait detail,,,NA,,15 miracidia per temperature,6,25,19,6,n,.,n,y,0.9,1.2,2.2,4.5,7.5,10.4,12.2,11.8,9.8,7.2,3.8,1.9,6.9,7.4,10,12.8,16.6,20,21.8,21.5,18.9,15,10.4,7.8,10.1,21.8,0.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.608180021,.,.,.,.,.,.,.,1.132289111,.,.,.,.,1.195993422,.,.,.,.,1.667361401,.,.,.,.,.,.,.,.,2.442996743,.,.,.,.,.,.,.,.,.,3.306240529,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39.462,.,.,.,.,.,.,.,21.196,.,.,.,.,20.067,.,.,.,.,14.394,.,.,.,.,.,.,.,.,9.824,.,.,.,.,.,.,.,.,.,7.259,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,y,Mor12,.,"NA, good data",.,.,,,NA,
